Category,Quality,Country,Year,Cases
Irish Whiskey,Standard,Ukraine,1996,0
Irish Whiskey,Standard,Ukraine,1997,250
Irish Whiskey,Standard,Ukraine,1998,200
Irish Whiskey,Standard,Ukraine,1999,150
Irish Whiskey,Standard,Ukraine,2000,0
Irish Whiskey,Standard,Ukraine,2001,250
Irish Whiskey,Standard,Ukraine,2002,250
Irish Whiskey,Standard,Ukraine,2003,500
Irish Whiskey,Standard,Ukraine,2004,3250
Irish Whiskey,Standard,Ukraine,2005,4750
Irish Whiskey,Standard,Ukraine,2006,6750
Irish Whiskey,Standard,Ukraine,2007,14000
Irish Whiskey,Standard,Ukraine,2008,18750
Irish Whiskey,Standard,Ukraine,2009,17550
Irish Whiskey,Standard,Ukraine,2010,22500
Irish Whiskey,Standard,Ukraine,2011,32750
Irish Whiskey,Standard,Ukraine,2012,47800
Irish Whiskey,Standard,Ukraine,2013,53500
Irish Whiskey,Standard,Ukraine,2014,56700
Irish Whiskey,Standard,Ukraine,2015,49200
Irish Whiskey,Standard,Ukraine,2016,54500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1990,109000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1991,121000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1992,123000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1993,150500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1994,167750
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1995,194000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1996,201000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1997,205250
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1998,214000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),1999,128250
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2000,91500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2001,93500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2002,67000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2003,72500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2004,78250
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2005,86500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2006,85750
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2007,76250
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2008,67000
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2009,58250
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2010,57500
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2011,52600
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2012,46200
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2013,50350
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2014,46010
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2015,46210
Irish Whiskey,Standard,DF British Isles (Inc. Ireland),2016,48675
Irish Whiskey,Standard,DF Germany,1990,12500
Irish Whiskey,Standard,DF Germany,1991,11000
Irish Whiskey,Standard,DF Germany,1992,11000
Irish Whiskey,Standard,DF Germany,1993,16000
Irish Whiskey,Standard,DF Germany,1994,19750
Irish Whiskey,Standard,DF Germany,1995,21000
Irish Whiskey,Standard,DF Germany,1996,27000
Irish Whiskey,Standard,DF Germany,1997,27500
Irish Whiskey,Standard,DF Germany,1998,23000
Irish Whiskey,Standard,DF Germany,1999,14500
Irish Whiskey,Standard,DF Germany,2000,10250
Irish Whiskey,Standard,DF Germany,2001,18250
Irish Whiskey,Standard,DF Germany,2002,20250
Irish Whiskey,Standard,DF Germany,2003,22000
Irish Whiskey,Standard,DF Germany,2004,23750
Irish Whiskey,Standard,DF Germany,2005,26000
Irish Whiskey,Standard,DF Germany,2006,29000
Irish Whiskey,Standard,DF Germany,2007,32150
Irish Whiskey,Standard,DF Germany,2008,38550
Irish Whiskey,Standard,DF Germany,2009,32250
Irish Whiskey,Standard,DF Germany,2010,39500
Irish Whiskey,Standard,DF Germany,2011,40500
Irish Whiskey,Standard,DF Germany,2012,35295
Irish Whiskey,Standard,DF Germany,2013,39355
Irish Whiskey,Standard,DF Germany,2014,41950
Irish Whiskey,Standard,DF Germany,2015,40150
Irish Whiskey,Standard,DF Germany,2016,45615
Irish Whiskey,Standard,Spain,1990,3000
Irish Whiskey,Standard,Spain,1991,3000
Irish Whiskey,Standard,Spain,1992,4000
Irish Whiskey,Standard,Spain,1993,5000
Irish Whiskey,Standard,Spain,1994,8750
Irish Whiskey,Standard,Spain,1995,9750
Irish Whiskey,Standard,Spain,1996,17250
Irish Whiskey,Standard,Spain,1997,21000
Irish Whiskey,Standard,Spain,1998,28000
Irish Whiskey,Standard,Spain,1999,34250
Irish Whiskey,Standard,Spain,2000,45250
Irish Whiskey,Standard,Spain,2001,65750
Irish Whiskey,Standard,Spain,2002,75500
Irish Whiskey,Standard,Spain,2003,77500
Irish Whiskey,Standard,Spain,2004,80250
Irish Whiskey,Standard,Spain,2005,81500
Irish Whiskey,Standard,Spain,2006,86250
Irish Whiskey,Standard,Spain,2007,78500
Irish Whiskey,Standard,Spain,2008,67500
Irish Whiskey,Standard,Spain,2009,62500
Irish Whiskey,Standard,Spain,2010,58000
Irish Whiskey,Standard,Spain,2011,59250
Irish Whiskey,Standard,Spain,2012,45750
Irish Whiskey,Standard,Spain,2013,44250
Irish Whiskey,Standard,Spain,2014,42250
Irish Whiskey,Standard,Spain,2015,42500
Irish Whiskey,Standard,Spain,2016,42700
Irish Whiskey,Standard,DF US/Canada,1990,22000
Irish Whiskey,Standard,DF US/Canada,1991,20000
Irish Whiskey,Standard,DF US/Canada,1992,18000
Irish Whiskey,Standard,DF US/Canada,1993,10250
Irish Whiskey,Standard,DF US/Canada,1994,8750
Irish Whiskey,Standard,DF US/Canada,1995,8750
Irish Whiskey,Standard,DF US/Canada,1996,10000
Irish Whiskey,Standard,DF US/Canada,1997,10000
Irish Whiskey,Standard,DF US/Canada,1998,11750
Irish Whiskey,Standard,DF US/Canada,1999,13500
Irish Whiskey,Standard,DF US/Canada,2000,15500
Irish Whiskey,Standard,DF US/Canada,2001,13250
Irish Whiskey,Standard,DF US/Canada,2002,16500
Irish Whiskey,Standard,DF US/Canada,2003,18000
Irish Whiskey,Standard,DF US/Canada,2004,18250
Irish Whiskey,Standard,DF US/Canada,2005,18500
Irish Whiskey,Standard,DF US/Canada,2006,19750
Irish Whiskey,Standard,DF US/Canada,2007,24000
Irish Whiskey,Standard,DF US/Canada,2008,30500
Irish Whiskey,Standard,DF US/Canada,2009,19550
Irish Whiskey,Standard,DF US/Canada,2010,30500
Irish Whiskey,Standard,DF US/Canada,2011,41550
Irish Whiskey,Standard,DF US/Canada,2012,47950
Irish Whiskey,Standard,DF US/Canada,2013,40200
Irish Whiskey,Standard,DF US/Canada,2014,52350
Irish Whiskey,Standard,DF US/Canada,2015,30700
Irish Whiskey,Standard,DF US/Canada,2016,42480
Irish Whiskey,Standard,Lithuania,1990,
Irish Whiskey,Standard,Lithuania,1991,
Irish Whiskey,Standard,Lithuania,1992,
Irish Whiskey,Standard,Lithuania,1993,
Irish Whiskey,Standard,Lithuania,1994,
Irish Whiskey,Standard,Lithuania,1995,250
Irish Whiskey,Standard,Lithuania,1996,250
Irish Whiskey,Standard,Lithuania,1997,550
Irish Whiskey,Standard,Lithuania,1998,450
Irish Whiskey,Standard,Lithuania,1999,500
Irish Whiskey,Standard,Lithuania,2000,700
Irish Whiskey,Standard,Lithuania,2001,650
Irish Whiskey,Standard,Lithuania,2002,700
Irish Whiskey,Standard,Lithuania,2003,850
Irish Whiskey,Standard,Lithuania,2004,1150
Irish Whiskey,Standard,Lithuania,2005,2150
Irish Whiskey,Standard,Lithuania,2006,5700
Irish Whiskey,Standard,Lithuania,2007,10450
Irish Whiskey,Standard,Lithuania,2008,9000
Irish Whiskey,Standard,Lithuania,2009,6900
Irish Whiskey,Standard,Lithuania,2010,6850
Irish Whiskey,Standard,Lithuania,2011,11300
Irish Whiskey,Standard,Lithuania,2012,13400
Irish Whiskey,Standard,Lithuania,2013,17500
Irish Whiskey,Standard,Lithuania,2014,23650
Irish Whiskey,Standard,Lithuania,2015,33200
Irish Whiskey,Standard,Lithuania,2016,35800
Irish Whiskey,Standard,Norway,1990,3500
Irish Whiskey,Standard,Norway,1991,3700
Irish Whiskey,Standard,Norway,1992,4000
Irish Whiskey,Standard,Norway,1993,4900
Irish Whiskey,Standard,Norway,1994,5800
Irish Whiskey,Standard,Norway,1995,6500
Irish Whiskey,Standard,Norway,1996,8000
Irish Whiskey,Standard,Norway,1997,9400
Irish Whiskey,Standard,Norway,1998,11100
Irish Whiskey,Standard,Norway,1999,12950
Irish Whiskey,Standard,Norway,2000,14050
Irish Whiskey,Standard,Norway,2001,16600
Irish Whiskey,Standard,Norway,2002,19850
Irish Whiskey,Standard,Norway,2003,21600
Irish Whiskey,Standard,Norway,2004,23650
Irish Whiskey,Standard,Norway,2005,26350
Irish Whiskey,Standard,Norway,2006,26750
Irish Whiskey,Standard,Norway,2007,27850
Irish Whiskey,Standard,Norway,2008,29000
Irish Whiskey,Standard,Norway,2009,31500
Irish Whiskey,Standard,Norway,2010,32600
Irish Whiskey,Standard,Norway,2011,30100
Irish Whiskey,Standard,Norway,2012,30500
Irish Whiskey,Standard,Norway,2013,31250
Irish Whiskey,Standard,Norway,2014,32850
Irish Whiskey,Standard,Norway,2015,32250
Irish Whiskey,Standard,Norway,2016,34750
Irish Whiskey,Standard,Japan,1990,4750
Irish Whiskey,Standard,Japan,1991,5250
Irish Whiskey,Standard,Japan,1992,6250
Irish Whiskey,Standard,Japan,1993,9000
Irish Whiskey,Standard,Japan,1994,10150
Irish Whiskey,Standard,Japan,1995,8800
Irish Whiskey,Standard,Japan,1996,9600
Irish Whiskey,Standard,Japan,1997,8700
Irish Whiskey,Standard,Japan,1998,9900
Irish Whiskey,Standard,Japan,1999,9900
Irish Whiskey,Standard,Japan,2000,9700
Irish Whiskey,Standard,Japan,2001,9350
Irish Whiskey,Standard,Japan,2002,9700
Irish Whiskey,Standard,Japan,2003,9500
Irish Whiskey,Standard,Japan,2004,8500
Irish Whiskey,Standard,Japan,2005,9000
Irish Whiskey,Standard,Japan,2006,10000
Irish Whiskey,Standard,Japan,2007,11000
Irish Whiskey,Standard,Japan,2008,8500
Irish Whiskey,Standard,Japan,2009,9000
Irish Whiskey,Standard,Japan,2010,10750
Irish Whiskey,Standard,Japan,2011,11250
Irish Whiskey,Standard,Japan,2012,17000
Irish Whiskey,Standard,Japan,2013,19000
Irish Whiskey,Standard,Japan,2014,17850
Irish Whiskey,Standard,Japan,2015,27500
Irish Whiskey,Standard,Japan,2016,30150
Irish Whiskey,Standard,New Zealand,1990,3000
Irish Whiskey,Standard,New Zealand,1991,3000
Irish Whiskey,Standard,New Zealand,1992,2000
Irish Whiskey,Standard,New Zealand,1993,2500
Irish Whiskey,Standard,New Zealand,1994,2500
Irish Whiskey,Standard,New Zealand,1995,3000
Irish Whiskey,Standard,New Zealand,1996,3500
Irish Whiskey,Standard,New Zealand,1997,4000
Irish Whiskey,Standard,New Zealand,1998,5500
Irish Whiskey,Standard,New Zealand,1999,6750
Irish Whiskey,Standard,New Zealand,2000,7400
Irish Whiskey,Standard,New Zealand,2001,9000
Irish Whiskey,Standard,New Zealand,2002,9750
Irish Whiskey,Standard,New Zealand,2003,10750
Irish Whiskey,Standard,New Zealand,2004,10950
Irish Whiskey,Standard,New Zealand,2005,11700
Irish Whiskey,Standard,New Zealand,2006,13460
Irish Whiskey,Standard,New Zealand,2007,12660
Irish Whiskey,Standard,New Zealand,2008,13410
Irish Whiskey,Standard,New Zealand,2009,15900
Irish Whiskey,Standard,New Zealand,2010,16850
Irish Whiskey,Standard,New Zealand,2011,16100
Irish Whiskey,Standard,New Zealand,2012,16600
Irish Whiskey,Standard,New Zealand,2013,18050
Irish Whiskey,Standard,New Zealand,2014,21350
Irish Whiskey,Standard,New Zealand,2015,23700
Irish Whiskey,Standard,New Zealand,2016,30050
Irish Whiskey,Standard,Italy,1990,8000
Irish Whiskey,Standard,Italy,1991,7000
Irish Whiskey,Standard,Italy,1992,7000
Irish Whiskey,Standard,Italy,1993,10000
Irish Whiskey,Standard,Italy,1994,13500
Irish Whiskey,Standard,Italy,1995,16000
Irish Whiskey,Standard,Italy,1996,17500
Irish Whiskey,Standard,Italy,1997,33000
Irish Whiskey,Standard,Italy,1998,37250
Irish Whiskey,Standard,Italy,1999,37250
Irish Whiskey,Standard,Italy,2000,38000
Irish Whiskey,Standard,Italy,2001,46750
Irish Whiskey,Standard,Italy,2002,59500
Irish Whiskey,Standard,Italy,2003,63250
Irish Whiskey,Standard,Italy,2004,62500
Irish Whiskey,Standard,Italy,2005,43750
Irish Whiskey,Standard,Italy,2006,42250
Irish Whiskey,Standard,Italy,2007,33500
Irish Whiskey,Standard,Italy,2008,24000
Irish Whiskey,Standard,Italy,2009,22500
Irish Whiskey,Standard,Italy,2010,20500
Irish Whiskey,Standard,Italy,2011,21500
Irish Whiskey,Standard,Italy,2012,18500
Irish Whiskey,Standard,Italy,2013,23500
Irish Whiskey,Standard,Italy,2014,23000
Irish Whiskey,Standard,Italy,2015,25000
Irish Whiskey,Standard,Italy,2016,29200
Irish Whiskey,Standard,DF Rest of Africa,1990,
Irish Whiskey,Standard,DF Rest of Africa,1991,
Irish Whiskey,Standard,DF Rest of Africa,1992,
Irish Whiskey,Standard,DF Rest of Africa,1993,
Irish Whiskey,Standard,DF Rest of Africa,1994,
Irish Whiskey,Standard,DF Rest of Africa,1995,
Irish Whiskey,Standard,DF Rest of Africa,1996,
Irish Whiskey,Standard,DF Rest of Africa,1997,
Irish Whiskey,Standard,DF Rest of Africa,1998,
Irish Whiskey,Standard,DF Rest of Africa,1999,
Irish Whiskey,Standard,DF Rest of Africa,2000,5250
Irish Whiskey,Standard,DF Rest of Africa,2001,3500
Irish Whiskey,Standard,DF Rest of Africa,2002,2250
Irish Whiskey,Standard,DF Rest of Africa,2003,1700
Irish Whiskey,Standard,DF Rest of Africa,2004,1775
Irish Whiskey,Standard,DF Rest of Africa,2005,1825
Irish Whiskey,Standard,DF Rest of Africa,2006,2000
Irish Whiskey,Standard,DF Rest of Africa,2007,1925
Irish Whiskey,Standard,DF Rest of Africa,2008,2950
Irish Whiskey,Standard,DF Rest of Africa,2009,5900
Irish Whiskey,Standard,DF Rest of Africa,2010,10300
Irish Whiskey,Standard,DF Rest of Africa,2011,17025
Irish Whiskey,Standard,DF Rest of Africa,2012,22150
Irish Whiskey,Standard,DF Rest of Africa,2013,24475
Irish Whiskey,Standard,DF Rest of Africa,2014,39325
Irish Whiskey,Standard,DF Rest of Africa,2015,35300
Irish Whiskey,Standard,DF Rest of Africa,2016,22975
Irish Whiskey,Standard,Finland,1990,9000
Irish Whiskey,Standard,Finland,1991,8500
Irish Whiskey,Standard,Finland,1992,7500
Irish Whiskey,Standard,Finland,1993,6500
Irish Whiskey,Standard,Finland,1994,8650
Irish Whiskey,Standard,Finland,1995,10300
Irish Whiskey,Standard,Finland,1996,11750
Irish Whiskey,Standard,Finland,1997,13000
Irish Whiskey,Standard,Finland,1998,18250
Irish Whiskey,Standard,Finland,1999,19600
Irish Whiskey,Standard,Finland,2000,20800
Irish Whiskey,Standard,Finland,2001,23200
Irish Whiskey,Standard,Finland,2002,24900
Irish Whiskey,Standard,Finland,2003,22000
Irish Whiskey,Standard,Finland,2004,25000
Irish Whiskey,Standard,Finland,2005,24250
Irish Whiskey,Standard,Finland,2006,24500
Irish Whiskey,Standard,Finland,2007,27000
Irish Whiskey,Standard,Finland,2008,25000
Irish Whiskey,Standard,Finland,2009,24000
Irish Whiskey,Standard,Finland,2010,22150
Irish Whiskey,Standard,Finland,2011,22100
Irish Whiskey,Standard,Finland,2012,21250
Irish Whiskey,Standard,Finland,2013,21000
Irish Whiskey,Standard,Finland,2014,19750
Irish Whiskey,Standard,Finland,2015,22900
Irish Whiskey,Standard,Finland,2016,22000
Irish Whiskey,Standard,Austria,1990,1250
Irish Whiskey,Standard,Austria,1991,1250
Irish Whiskey,Standard,Austria,1992,1250
Irish Whiskey,Standard,Austria,1993,1000
Irish Whiskey,Standard,Austria,1994,3000
Irish Whiskey,Standard,Austria,1995,3250
Irish Whiskey,Standard,Austria,1996,3500
Irish Whiskey,Standard,Austria,1997,4500
Irish Whiskey,Standard,Austria,1998,4750
Irish Whiskey,Standard,Austria,1999,4800
Irish Whiskey,Standard,Austria,2000,5000
Irish Whiskey,Standard,Austria,2001,6250
Irish Whiskey,Standard,Austria,2002,6550
Irish Whiskey,Standard,Austria,2003,7570
Irish Whiskey,Standard,Austria,2004,7920
Irish Whiskey,Standard,Austria,2005,8100
Irish Whiskey,Standard,Austria,2006,9200
Irish Whiskey,Standard,Austria,2007,11600
Irish Whiskey,Standard,Austria,2008,12920
Irish Whiskey,Standard,Austria,2009,12850
Irish Whiskey,Standard,Austria,2010,13500
Irish Whiskey,Standard,Austria,2011,13750
Irish Whiskey,Standard,Austria,2012,16650
Irish Whiskey,Standard,Austria,2013,16500
Irish Whiskey,Standard,Austria,2014,17350
Irish Whiskey,Standard,Austria,2015,19000
Irish Whiskey,Standard,Austria,2016,21200
Irish Whiskey,Standard,Estonia,1990,
Irish Whiskey,Standard,Estonia,1991,
Irish Whiskey,Standard,Estonia,1992,250
Irish Whiskey,Standard,Estonia,1993,500
Irish Whiskey,Standard,Estonia,1994,1250
Irish Whiskey,Standard,Estonia,1995,2250
Irish Whiskey,Standard,Estonia,1996,2600
Irish Whiskey,Standard,Estonia,1997,2900
Irish Whiskey,Standard,Estonia,1998,4700
Irish Whiskey,Standard,Estonia,1999,3500
Irish Whiskey,Standard,Estonia,2000,4450
Irish Whiskey,Standard,Estonia,2001,4560
Irish Whiskey,Standard,Estonia,2002,4270
Irish Whiskey,Standard,Estonia,2003,3840
Irish Whiskey,Standard,Estonia,2004,5980
Irish Whiskey,Standard,Estonia,2005,6490
Irish Whiskey,Standard,Estonia,2006,7760
Irish Whiskey,Standard,Estonia,2007,9350
Irish Whiskey,Standard,Estonia,2008,9300
Irish Whiskey,Standard,Estonia,2009,8200
Irish Whiskey,Standard,Estonia,2010,8400
Irish Whiskey,Standard,Estonia,2011,11600
Irish Whiskey,Standard,Estonia,2012,13990
Irish Whiskey,Standard,Estonia,2013,19550
Irish Whiskey,Standard,Estonia,2014,21430
Irish Whiskey,Standard,Estonia,2015,23050
Irish Whiskey,Standard,Estonia,2016,20950
Irish Whiskey,Standard,Belgium and Luxembourg,1990,5000
Irish Whiskey,Standard,Belgium and Luxembourg,1991,5000
Irish Whiskey,Standard,Belgium and Luxembourg,1992,6000
Irish Whiskey,Standard,Belgium and Luxembourg,1993,6000
Irish Whiskey,Standard,Belgium and Luxembourg,1994,6000
Irish Whiskey,Standard,Belgium and Luxembourg,1995,7500
Irish Whiskey,Standard,Belgium and Luxembourg,1996,8000
Irish Whiskey,Standard,Belgium and Luxembourg,1997,10000
Irish Whiskey,Standard,Belgium and Luxembourg,1998,11250
Irish Whiskey,Standard,Belgium and Luxembourg,1999,12550
Irish Whiskey,Standard,Belgium and Luxembourg,2000,14850
Irish Whiskey,Standard,Belgium and Luxembourg,2001,18000
Irish Whiskey,Standard,Belgium and Luxembourg,2002,21100
Irish Whiskey,Standard,Belgium and Luxembourg,2003,21500
Irish Whiskey,Standard,Belgium and Luxembourg,2004,21500
Irish Whiskey,Standard,Belgium and Luxembourg,2005,21500
Irish Whiskey,Standard,Belgium and Luxembourg,2006,23750
Irish Whiskey,Standard,Belgium and Luxembourg,2007,21250
Irish Whiskey,Standard,Belgium and Luxembourg,2008,22250
Irish Whiskey,Standard,Belgium and Luxembourg,2009,22750
Irish Whiskey,Standard,Belgium and Luxembourg,2010,21450
Irish Whiskey,Standard,Belgium and Luxembourg,2011,22500
Irish Whiskey,Standard,Belgium and Luxembourg,2012,23500
Irish Whiskey,Standard,Belgium and Luxembourg,2013,24750
Irish Whiskey,Standard,Belgium and Luxembourg,2014,23250
Irish Whiskey,Standard,Belgium and Luxembourg,2015,23300
Irish Whiskey,Standard,Belgium and Luxembourg,2016,20500
Irish Whiskey,Standard,Argentina,1990,
Irish Whiskey,Standard,Argentina,1991,
Irish Whiskey,Standard,Argentina,1992,0
Irish Whiskey,Standard,Argentina,1993,0
Irish Whiskey,Standard,Argentina,1994,0
Irish Whiskey,Standard,Argentina,1995,0
Irish Whiskey,Standard,Argentina,1996,1750
Irish Whiskey,Standard,Argentina,1997,1750
Irish Whiskey,Standard,Argentina,1998,3000
Irish Whiskey,Standard,Argentina,1999,3500
Irish Whiskey,Standard,Argentina,2000,3500
Irish Whiskey,Standard,Argentina,2001,1750
Irish Whiskey,Standard,Argentina,2002,750
Irish Whiskey,Standard,Argentina,2003,750
Irish Whiskey,Standard,Argentina,2004,1250
Irish Whiskey,Standard,Argentina,2005,1250
Irish Whiskey,Standard,Argentina,2006,1500
Irish Whiskey,Standard,Argentina,2007,2250
Irish Whiskey,Standard,Argentina,2008,3000
Irish Whiskey,Standard,Argentina,2009,3500
Irish Whiskey,Standard,Argentina,2010,5750
Irish Whiskey,Standard,Argentina,2011,8500
Irish Whiskey,Standard,Argentina,2012,10050
Irish Whiskey,Standard,Argentina,2013,13150
Irish Whiskey,Standard,Argentina,2014,10600
Irish Whiskey,Standard,Argentina,2015,17850
Irish Whiskey,Standard,Argentina,2016,19050
Irish Whiskey,Standard,DF Rest of CIS,1990,
Irish Whiskey,Standard,DF Rest of CIS,1991,
Irish Whiskey,Standard,DF Rest of CIS,1992,
Irish Whiskey,Standard,DF Rest of CIS,1993,
Irish Whiskey,Standard,DF Rest of CIS,1994,
